set_num,year,theme_id,theme_name,number_of_parts,minifig_quantitiy,number_of_colors,number_of_categories,number_of_unique_parts,number_of_different_parts,not_unique_parts,proportion_unique_to_not_unique,complexity_score
7872-1,2007,22,Creator,57,0.0,6,6,3.0,19,54.0,0.05555555555555555,0.00721537041698129
76397-1,2022,246,Harry Potter,257,3.0,20,23,56.0,123,201.0,0.27860696517412936,0.04002013591744274
21005-1,2009,252,Architecture,811,0.0,7,9,10.0,63,801.0,0.012484394506866416,0.07509019213021227
30052-1,2011,158,Star Wars,46,0.0,4,12,16.0,26,30.0,0.5333333333333333,0.008306065945129625
7209-1,2004,204,Designer Sets,28,0.0,5,6,9.0,17,19.0,0.47368421052631576,0.005033979360684621
43175-1,2020,608,Disney,133,4.0,24,18,29.0,68,104.0,0.27884615384615385,0.022736806779092206
122334-1,2023,602,Jurassic World,35,1.0,5,10,13.0,20,22.0,0.5909090909090909,0.006628072824901418
30027-1,2011,22,Creator,66,0.0,5,7,9.0,30,57.0,0.15789473684210525,0.00939676147327796
21024-1,2015,252,Architecture,695,0.0,9,15,10.0,87,685.0,0.014598540145985401,0.0680426210252538
21012-1,2012,252,Architecture,270,0.0,7,10,14.0,60,256.0,0.0546875,0.029868277540062087
21023-1,2015,252,Architecture,471,0.0,7,11,9.0,61,462.0,0.01948051948051948,0.046480409430321334
6218772-1,2017,408,LEGO Brand Store,253,0.0,8,13,10.0,47,243.0,0.0411522633744856,0.027351287859719776
75298-1,2021,158,Star Wars,205,2.0,10,17,41.0,96,164.0,0.25,0.03070727410017619
76396-1,2022,246,Harry Potter,298,3.0,22,21,44.0,117,254.0,0.1732283464566929,0.041949828005705174
122218-1,2022,602,Jurassic World,57,0.0,6,10,8.0,26,49.0,0.16326530612244897,0.008557764913163856
30215-1,2013,561,The Hobbit and Lord of the Rings,33,1.0,8,12,11.0,20,22.0,0.5,0.006711972480912828
70125-1,2014,571,Legends of Chima,107,2.0,10,15,20.0,88,87.0,0.22988505747126436,0.019884218474704254
75090-2,2015,158,Star Wars,253,3.0,13,18,13.0,76,240.0,0.05416666666666667,0.03112677238023324
41602-1,2018,610,Brickheadz,119,0.0,13,13,20.0,54,99.0,0.20202020202020202,0.017954526386441814
76101-1,2018,696,Super Heroes Marvel,124,4.0,17,19,23.0,58,101.0,0.22772277227722773,0.020135917442738484
6270050-1,2018,610,Brickheadz,110,0.0,8,11,12.0,43,98.0,0.12244897959183673,0.015018038426042454
75299-1,2021,158,Star Wars,276,3.0,12,21,53.0,133,223.0,0.23766816143497757,0.0413625304136253
40624-1,2023,610,Brickheadz,86,0.0,10,10,16.0,46,70.0,0.22857142857142856,0.013675643929859888
10968-1,2022,504,Duplo,34,0.0,7,2,14.0,24,20.0,0.7,0.006376373856867187
10967-1,2022,504,Duplo,5,0.0,5,2,5.0,5,0.0,0.0,0.001426294152193976
10987-1,2023,504,Duplo,15,0.0,9,2,13.0,15,2.0,6.5,0.0041110831445591075
40086-1,2014,206,Seasonal,106,0.0,8,13,16.0,48,90.0,0.17777777777777778,0.015605336018122326
75126-1,2016,158,Star Wars,91,1.0,8,16,24.0,54,67.0,0.3582089552238806,0.015857034986156558
75028-1,2014,158,Star Wars,96,1.0,7,14,14.0,38,82.0,0.17073170731707318,0.013843443241882709
40212-1,2016,408,LEGO Brand Store,39,0.0,5,7,7.0,21,32.0,0.21875,0.006208574544844366
891504-1,2015,435,Ninjago,25,0.0,8,8,13.0,18,12.0,1.0833333333333333,0.005621276952764494
75164-1,2017,158,Star Wars,119,4.0,9,17,25.0,57,94.0,0.26595744680851063,0.01896132225857874
CLUBHOUSE-1,2018,494,Friends,80,0.0,9,9,8.0,16,72.0,0.1111111111111111,0.009816259753335011
ARENDELLECASTLE-1,2019,608,Disney,62,0.0,5,9,4.0,17,58.0,0.06896551724137931,0.007718768353049753
40476-1,2021,610,Brickheadz,110,0.0,9,10,21.0,50,89.0,0.23595505617977527,0.01636043292222502
76200-1,2021,696,Super Heroes Marvel,265,3.0,25,22,62.0,132,203.0,0.3054187192118227,0.042285426629750815
30495-1,2022,158,Star Wars,79,0.0,4,11,14.0,38,65.0,0.2153846153846154,0.01182985149760886
21002-1,2009,252,Architecture,77,0.0,3,8,7.0,22,70.0,0.1,0.00939676147327796
853670-1,2017,206,Seasonal,25,0.0,7,10,11.0,15,14.0,0.7857142857142857,0.005285678328718852
40276-1,2018,408,LEGO Brand Store,55,0.0,7,10,10.0,26,45.0,0.2222222222222222,0.008641664569175266
40285-1,2018,408,LEGO Brand Store,24,0.0,9,10,10.0,17,14.0,0.7142857142857143,0.005453477640741673
9780241198056-1,2015,497,Books,17,0.0,8,9,9.0,12,8.0,1.125,0.004194982800570518
76385-1,2021,246,Harry Potter,256,6.0,17,17,45.0,232,211.0,0.2132701421800948,0.04765500461448108
4501-2,2004,158,Star Wars,196,5.0,15,22,36.0,91,160.0,0.225,0.03020387616410773
4501-1,2004,158,Star Wars,197,5.0,15,22,35.0,91,162.0,0.21604938271604937,0.03020387616410773
43198-1,2022,608,Disney,74,1.0,13,17,18.0,40,56.0,0.32142857142857145,0.013256145649802835
41696-1,2022,494,Friends,60,2.0,14,17,32.0,40,28.0,1.1428571428571428,0.013423944961825656
Birmingham-1,2009,408,LEGO Brand Store,79,0.0,4,14,12.0,37,67.0,0.1791044776119403,0.01182985149760886
43204-1,2022,608,Disney,108,2.0,18,20,45.0,69,63.0,0.7142857142857143,0.021562211594932462
850849-1,2013,206,Seasonal,29,0.0,6,9,7.0,16,22.0,0.3181818181818182,0.005201778672707442
30652-1,2023,696,Super Heroes Marvel,44,1.0,12,9,14.0,26,30.0,0.4666666666666667,0.008473865257152446
21017-1,2013,252,Architecture,1188,0.0,8,12,11.0,112,1177.0,0.009345794392523364,0.11125094387113013
4508-1,2004,204,Designer Sets,784,0.0,8,25,15.0,179,769.0,0.01950585175552666,0.08440305394747881
71239-1,2016,604,Dimensions,56,1.0,8,12,13.0,24,43.0,0.3023255813953488,0.009145062505243728
21007-1,2010,252,Architecture,240,0.0,4,7,17.0,50,223.0,0.07623318385650224,0.02626059233157144
6252770-1,2017,158,Star Wars,18,0.0,5,7,6.0,11,12.0,0.5,0.003523785552479235
8017-1,2009,158,Star Wars,257,2.0,8,21,15.0,125,242.0,0.06198347107438017,0.03548955449282658
40284-1,2018,408,LEGO Brand Store,29,0.0,10,13,22.0,27,7.0,3.142857142857143,0.008054366977095394
911611-1,2016,158,Star Wars,37,0.0,5,11,13.0,23,24.0,0.5416666666666666,0.00704757110495847
71348-1,2017,604,Dimensions,64,1.0,8,11,9.0,32,55.0,0.16363636363636364,0.010067958721369242
LLCA53-1,2011,158,Star Wars,337,0.0,7,14,21.0,102,316.0,0.06645569620253164,0.03993623626143133
30635-1,2023,494,Friends,52,1.0,17,16,26.0,39,26.0,1.0,0.012249349777665912
79011-1,2013,561,The Hobbit and Lord of the Rings,218,3.0,12,23,36.0,88,182.0,0.1978021978021978,0.031462371004278886
41599-1,2018,610,Brickheadz,143,0.0,14,11,22.0,63,121.0,0.18181818181818182,0.020807114690829766
201908-mmb,2019,408,LEGO Brand Store,32,0.0,3,6,7.0,16,25.0,0.28,0.004950079704673211
70127-1,2014,571,Legends of Chima,111,1.0,9,13,19.0,45,92.0,0.20652173913043478,0.0161926336102022
30204-1,2015,494,Friends,44,1.0,12,10,13.0,28,31.0,0.41935483870967744,0.008641664569175266
41100-1,2015,494,Friends,230,2.0,19,25,51.0,118,179.0,0.2849162011173184,0.03691584864502055
561910-1,2019,494,Friends,15,0.0,10,8,11.0,13,4.0,2.75,0.004362782112593338
40448-1,2021,576,LEGO Ideas and CUUSOO,189,2.0,14,19,26.0,81,163.0,0.15950920245398773,0.027351287859719776
9788325338701-1,2022,497,Books,12,0.0,8,6,7.0,10,5.0,1.4,0.0031881869284335934
5907762063364-1,2021,497,Books,12,0.0,8,6,7.0,10,5.0,1.4,0.0031881869284335934
6963-1,2004,158,Star Wars,41,0.0,5,8,5.0,18,36.0,0.1388888888888889,0.006040775232821546
6963-2,2004,158,Star Wars,41,0.0,5,8,5.0,18,36.0,0.1388888888888889,0.006040775232821546
9473-1,2012,561,The Hobbit and Lord of the Rings,781,18.0,17,22,50.0,366,731.0,0.06839945280437756,0.10479067035825153
911612-1,2016,158,Star Wars,49,0.0,6,6,11.0,21,38.0,0.2894736842105263,0.007383169729004111
41168-1,2019,608,Disney,301,1.0,15,21,30.0,97,271.0,0.11070110701107011,0.038593841765248764
75311-1,2021,158,Star Wars,478,4.0,12,22,34.0,146,444.0,0.07657657657657657,0.05797466230388455
40511-1,2021,689,Minions,54,4.0,7,11,18.0,28,36.0,0.5,0.009816259753335011
30574-1,2020,22,Creator,55,0.0,8,8,6.0,23,49.0,0.12244897959183673,0.007970467321083984
21011-1,2011,252,Architecture,363,0.0,5,10,8.0,88,355.0,0.022535211267605635,0.039348938669351456
7473-1,2005,385,Dino Attack,42,1.0,7,12,17.0,31,25.0,0.68,0.008809463881198087
7294-1,2005,384,Dino 2010,39,1.0,6,14,17.0,24,22.0,0.7727272727272727,0.008054366977095394
9780545645256-1,2014,497,Books,12,0.0,8,6,7.0,10,5.0,1.4,0.0031881869284335934
41505-1,2014,580,Mixels,51,0.0,6,9,8.0,27,43.0,0.18604651162790697,0.008054366977095394
75892-1,2019,601,Speed Champions,222,1.0,11,24,40.0,97,182.0,0.21978021978021978,0.03272086584445004
3565-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
3562-1,2003,458,Sports,13,3.0,1,2,1.0,2,12.0,0.08333333333333333,0.001426294152193976
3563-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
3560-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
3564-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
3566-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
3561-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
3567-1,2003,458,Sports,12,3.0,1,1,0.0,1,12.0,0.0,0.0010906955281483346
391502-1,2015,571,Legends of Chima,27,0.0,8,12,13.0,20,14.0,0.9285714285714286,0.006292474200855777
30006-1,2009,158,Star Wars,31,1.0,4,9,11.0,17,20.0,0.55,0.005705176608775904
7210-1,2004,204,Designer Sets,33,0.0,4,6,6.0,17,27.0,0.2222222222222222,0.005117879016696031
9788325338213-1,2022,497,Books,18,1.0,6,7,6.0,10,12.0,0.5,0.003607685208490645
561605-1,2016,494,Friends,23,0.0,11,11,13.0,19,10.0,1.3,0.006040775232821546
850852-1,2013,206,Seasonal,21,0.0,6,8,9.0,15,12.0,0.75,0.004530581424616159
71267-1,2017,604,Dimensions,118,1.0,11,16,18.0,56,100.0,0.18,0.018038426042453225
853574-1,2016,206,Seasonal,21,0.0,6,8,9.0,15,12.0,0.75,0.004530581424616159
6252810-1,2018,158,Star Wars,23,0.0,6,8,8.0,14,15.0,0.5333333333333333,0.004530581424616159
6252811-1,2018,158,Star Wars,18,0.0,7,8,8.0,13,10.0,0.8,0.0041110831445591075
30578-1,2021,22,Creator,76,0.0,9,10,15.0,35,61.0,0.2459016393442623,0.011745951841597449
41726-1,2023,494,Friends,87,2.0,17,18,25.0,42,62.0,0.4032258064516129,0.015605336018122326
76203-1,2022,696,Super Heroes Marvel,131,1.0,11,14,16.0,54,115.0,0.1391304347826087,0.0186257236345331
3850011-1,2016,408,LEGO Brand Store,58,0.0,5,9,6.0,16,52.0,0.11538461538461539,0.007467069385015522
40500-1,2021,246,Harry Potter,33,4.0,8,10,10.0,16,23.0,0.43478260869565216,0.006376373856867187
911945-1,2019,158,Star Wars,31,0.0,6,8,12.0,21,19.0,0.631578947368421,0.006124674888832956
71238-1,2016,604,Dimensions,40,1.0,7,11,17.0,25,23.0,0.7391304347826086,0.008054366977095394
11974-1,2023,22,Creator,56,0.0,5,10,13.0,29,43.0,0.3023255813953488,0.009061162849232317
21107-1,2014,577,Minecraft,440,0.0,8,15,14.0,59,426.0,0.03286384976525822,0.0445507173420589
MMMB040-1,2011,408,LEGO Brand Store,47,0.0,3,7,7.0,17,40.0,0.175,0.006376373856867187
3730-1,2000,254,Bulk Bricks,50,0.0,1,1,0.0,1,50.0,0.0,0.004027183488547697
561410-1,2014,494,Friends,29,0.0,11,12,16.0,22,13.0,1.2307692307692308,0.00713147076096988
562104-1,2021,494,Friends,44,0.0,11,12,16.0,30,28.0,0.5714285714285714,0.009061162849232317
FRANKFURT-1,2009,408,LEGO Brand Store,157,0.0,7,7,12.0,37,145.0,0.08275862068965517,0.018038426042453225
3850016-1,2017,408,LEGO Brand Store,52,0.0,7,10,7.0,22,45.0,0.15555555555555556,0.007802668009061163
853841-1,2018,646,Xtra,11,0.0,5,4,5.0,6,6.0,0.8333333333333334,0.002181391056296669
71386-7,2021,690,Super Mario,14,0.0,8,9,14.0,17,0.0,0.0,0.00478228039265039
30111-1,2011,246,Harry Potter,34,1.0,10,9,9.0,17,25.0,0.36,0.006292474200855777
3727-1,2000,254,Bulk Bricks,100,0.0,1,1,0.0,1,100.0,0.0,0.008222166289118215
21004-1,2009,252,Architecture,208,0.0,3,8,27.0,61,181.0,0.14917127071823205,0.025337696115445927
21013-1,2012,252,Architecture,346,0.0,6,10,8.0,40,338.0,0.023668639053254437,0.03397936068462119
21009-1,2011,252,Architecture,546,0.0,8,7,9.0,54,537.0,0.01675977653631285,0.05193388707106301
9573-1,2012,435,Ninjago,20,1.0,9,10,15.0,17,5.0,3.0,0.005621276952764494
40062-1,2013,408,LEGO Brand Store,59,0.0,7,6,7.0,25,52.0,0.1346153846153846,0.008306065945129625
11944-1,2021,22,Creator,39,0.0,4,7,7.0,19,32.0,0.21875,0.005956875576810135
79007-1,2013,561,The Hobbit and Lord of the Rings,656,5.0,14,27,39.0,160,617.0,0.06320907617504051,0.07517409178622368
41664-1,2021,494,Friends,40,5.0,15,13,18.0,126,22.0,0.8181818181818182,0.017786727074418994
8553-1,2002,324,Bionicle,26,0.0,4,6,9.0,18,17.0,0.5294117647058824,0.004866180048661801
1416-1,2001,126,Space,30,1.0,5,9,4.0,14,26.0,0.15384615384615385,0.004866180048661801
7302-1,2001,126,Space,30,1.0,5,9,4.0,14,26.0,0.15384615384615385,0.004866180048661801
30005-1,2009,158,Star Wars,33,1.0,5,9,9.0,18,24.0,0.375,0.0058729759207987245
3850017-1,2017,408,LEGO Brand Store,56,0.0,8,12,7.0,23,49.0,0.14285714285714285,0.008473865257152446
40345-1,2019,52,City,44,4.0,9,9,15.0,20,29.0,0.5172413793103449,0.008054366977095394
562003-1,2020,494,Friends,32,0.0,13,12,20.0,26,12.0,1.6666666666666667,0.008222166289118215
75010-1,2013,158,Star Wars,83,1.0,9,11,29.0,52,54.0,0.5370370370370371,0.015101938082053864
6964-2,2004,158,Star Wars,25,0.0,6,10,10.0,18,15.0,0.6666666666666666,0.005369577984730263
21010-1,2011,252,Architecture,2276,0.0,8,8,13.0,100,2263.0,0.0057445868316394165,0.20135917442738485
241502-1,2015,600,Elves,12,0.0,9,9,10.0,11,2.0,5.0,0.0038593841765248763
6964-1,2004,158,Star Wars,25,0.0,6,10,10.0,18,15.0,0.6666666666666666,0.005369577984730263
41308-1,2017,494,Friends,94,1.0,20,17,46.0,92,48.0,0.9583333333333334,0.022233408843023744
75259-1,2019,158,Star Wars,309,4.0,13,26,65.0,157,244.0,0.26639344262295084,0.04773890427049249
75074-1,2015,158,Star Wars,97,1.0,9,16,15.0,46,82.0,0.18292682926829268,0.015018038426042454
41307-1,2017,494,Friends,99,1.0,15,17,33.0,63,66.0,0.5,0.01870962329054451
30423-1,2016,435,Ninjago,38,1.0,10,15,13.0,23,25.0,0.52,0.007970467321083984
75198-1,2018,158,Star Wars,97,4.0,10,16,23.0,48,74.0,0.3108108108108108,0.0161926336102022
30388-1,2021,158,Star Wars,85,0.0,6,9,18.0,43,67.0,0.26865671641791045,0.013088346337780015
76239-1,2021,695,Super Heroes DC,422,2.0,13,30,44.0,148,378.0,0.1164021164021164,0.05487037503146237
30300-1,2014,695,Super Heroes DC,57,0.0,6,12,15.0,33,42.0,0.35714285714285715,0.009900159409346422
30131-1,2011,263,Pirates of the Caribbean,21,1.0,6,9,8.0,13,13.0,0.6153846153846154,0.0044466817686047485
911506-1,2015,158,Star Wars,19,0.0,7,8,7.0,13,12.0,0.5833333333333334,0.0041110831445591075
3930-1,2012,494,Friends,45,1.0,12,12,21.0,31,24.0,0.875,0.009816259753335011
911617-1,2016,158,Star Wars,37,0.0,7,10,17.0,26,20.0,0.85,0.007718768353049753
30056-1,2012,158,Star Wars,38,0.0,5,7,10.0,23,28.0,0.35714285714285715,0.006544173168890007
75032-1,2014,158,Star Wars,97,1.0,9,13,12.0,38,85.0,0.1411764705882353,0.013843443241882709
75166-1,2017,158,Star Wars,117,8.0,9,15,24.0,106,93.0,0.25806451612903225,0.022988505747126436
30382-1,2018,602,Jurassic World,48,0.0,11,13,16.0,29,32.0,0.5,0.00939676147327796
561911-1,2019,494,Friends,38,0.0,15,15,24.0,32,14.0,1.7142857142857142,0.009984059065357832
40398-1,2020,408,LEGO Brand Store,43,0.0,9,10,12.0,30,31.0,0.3870967741935484,0.008306065945129625
30646-1,2023,579,Disney Princess,47,1.0,15,11,15.0,27,32.0,0.46875,0.00931286181726655
71039-3,2023,535,Collectible Minifigures,11,1.0,4,5,7.0,9,4.0,1.75,0.0026847889923651315
6268522-1,2018,246,Harry Potter,2305,0.0,7,2,1.0,8,2304.0,0.00043402777777777775,0.1944794026344492
30261-1,2013,575,The Lone Ranger,20,1.0,8,7,9.0,13,11.0,0.8181818181818182,0.0044466817686047485
30114-1,2014,494,Friends,29,1.0,12,10,17.0,23,12.0,1.4166666666666667,0.0072992700729927005
ROCKBAND-1,2009,52,City,258,0.0,12,21,18.0,76,240.0,0.075,0.03188186928433594
5006883-1,2020,497,Books,30,1.0,7,8,10.0,17,20.0,0.5,0.005705176608775904
122220-1,2022,602,Jurassic World,31,1.0,8,9,8.0,17,23.0,0.34782608695652173,0.005789076264787314
30100-1,2012,494,Friends,28,1.0,9,7,9.0,17,19.0,0.47368421052631576,0.0055373772967530835
561510-1,2015,494,Friends,19,0.0,9,11,13.0,16,6.0,2.1666666666666665,0.005285678328718852
41809-1,2023,688,DOTS,518,0.0,17,9,10.0,93,508.0,0.01968503937007874,0.05386357915932544
9677-1,2012,158,Star Wars,77,1.0,10,12,20.0,41,57.0,0.3508771929824561,0.013088346337780015
30051-1,2010,158,Star Wars,61,0.0,8,11,13.0,34,48.0,0.2708333333333333,0.010235758033392063
30130-1,2011,263,Pirates of the Caribbean,47,0.0,5,11,9.0,23,38.0,0.23684210526315788,0.007550969041026932
8909-6,2012,535,Collectible Minifigures,9,1.0,2,3,2.0,3,7.0,0.2857142857142857,0.0012584948401711553
561611-1,2016,494,Friends,22,0.0,10,10,15.0,19,7.0,2.142857142857143,0.005956875576810135
30253-1,2013,571,Legends of Chima,30,1.0,8,9,8.0,17,22.0,0.36363636363636365,0.005705176608775904
5005655-1,2018,497,Books,83,1.0,12,16,17.0,37,66.0,0.25757575757575757,0.013507844617837068
40156-1,2015,494,Friends,171,0.0,12,12,6.0,39,165.0,0.03636363636363636,0.019716419162681433
850776-1,2013,501,Gear,26,0.0,6,5,0.0,9,26.0,0.0,0.0034398858964678246
43101-5,2021,713,VIDIYO,9,1.0,3,5,5.0,5,4.0,1.25,0.0019296920882624382
30539-1,2021,435,Ninjago,43,1.0,10,11,15.0,26,28.0,0.5357142857142857,0.008473865257152446
75320-1,2022,158,Star Wars,105,4.0,8,17,36.0,63,69.0,0.5217391304347826,0.01912912157060156
9788325342135-1,2023,497,Books,27,1.0,6,9,7.0,15,20.0,0.35,0.005033979360684621
6218709-1,2017,408,LEGO Brand Store,137,0.0,7,8,4.0,22,133.0,0.03007518796992481,0.01451464048997399
8977-1,2009,324,Bionicle,18,0.0,5,3,7.0,10,11.0,0.6363636363636364,0.0031881869284335934
2851135-1,2009,501,Gear,11,0.0,6,1,11.0,11,0.0,0.0,0.0029364879603993622
4271170-1,2005,501,Gear,7,0.0,6,1,7.0,7,0.0,0.0,0.0019296920882624382
4274291-1,2006,501,Gear,9,0.0,5,1,7.0,8,2.0,3.5,0.002097491400285259
2156-2,2006,501,Gear,11,0.0,7,1,8.0,10,3.0,2.6666666666666665,0.0026847889923651315
GINGERORNAMENT-1,2020,206,Seasonal,72,0.0,6,6,4.0,20,68.0,0.058823529411764705,0.008641664569175266
43102-1,2021,713,VIDIYO,57,1.0,11,11,17.0,36,40.0,0.425,0.010739155969460526
71008-9,2015,535,Collectible Minifigures,7,1.0,3,3,3.0,3,4.0,0.75,0.0012584948401711553
40419-1,2020,246,Harry Potter,55,4.0,8,9,13.0,22,42.0,0.30952380952380953,0.008893363537209497
71039-5,2023,535,Collectible Minifigures,9,1.0,4,3,5.0,6,4.0,1.25,0.0019296920882624382
8083-1,2010,158,Star Wars,79,4.0,6,18,23.0,37,56.0,0.4107142857142857,0.013591744273848478
30392-1,2021,246,Harry Potter,30,1.0,8,8,18.0,27,12.0,1.5,0.0072992700729927005
71000-5,2013,535,Collectible Minifigures,6,1.0,2,2,2.0,2,4.0,0.5,0.0008389965601141035
71004-5,2014,535,Collectible Minifigures,6,1.0,2,2,2.0,2,4.0,0.5,0.0008389965601141035
71004-8,2014,535,Collectible Minifigures,8,1.0,3,3,3.0,3,5.0,0.6,0.0013423944961825657
30213-1,2012,561,The Hobbit and Lord of the Rings,31,1.0,10,9,14.0,20,17.0,0.8235294117647058,0.006711972480912828
853777-1,2018,494,Friends,49,1.0,17,16,27.0,33,22.0,1.2272727272727273,0.011578152529574628
852504-1,2009,501,Gear,21,3.0,5,4,6.0,7,15.0,0.4,0.0034398858964678246
891614-1,2016,435,Ninjago,10,1.0,4,3,2.0,4,8.0,0.25,0.0015940934642167967
853168-1,2011,501,Gear,20,3.0,3,3,3.0,5,17.0,0.17647058823529413,0.0026847889923651315
71008-2,2015,535,Collectible Minifigures,8,1.0,3,3,3.0,3,5.0,0.6,0.0013423944961825657
71010-13,2015,535,Collectible Minifigures,7,1.0,2,3,3.0,3,4.0,0.75,0.001174595184159745
30375-1,2016,600,Elves,24,1.0,6,7,8.0,16,16.0,0.5,0.00478228039265039
71013-9,2016,535,Collectible Minifigures,7,1.0,3,3,3.0,3,4.0,0.75,0.0012584948401711553
9781338311471-1,2019,497,Books,8,1.0,4,3,4.0,5,4.0,1.0,0.001677993120228207
9782378891138-1,2021,497,Books,30,1.0,17,6,20.0,24,10.0,2.0,0.007802668009061163
9780794451110-1,2021,497,Books,8,1.0,4,3,4.0,5,4.0,1.0,0.001677993120228207
9788325335465-1,2021,497,Books,20,0.0,15,6,18.0,21,2.0,9.0,0.006292474200855777
9783960806707-1,2023,497,Books,4,1.0,4,3,4.0,5,0.0,0.0,0.0013423944961825657
5907762001021-1,2019,497,Books,13,1.0,5,4,9.0,10,4.0,2.25,0.003104287272422183
9781780557885-1,2021,497,Books,21,0.0,16,6,17.0,20,4.0,4.25,0.006292474200855777
71028-11,2020,535,Collectible Minifigures,7,1.0,3,3,3.0,4,4.0,0.75,0.0013423944961825657
40403-1,2020,408,LEGO Brand Store,54,0.0,14,11,17.0,37,37.0,0.4594594594594595,0.010739155969460526
8684-6,2010,535,Collectible Minifigures,7,1.0,3,3,3.0,4,4.0,0.75,0.0013423944961825657
71022-10,2018,535,Collectible Minifigures,7,1.0,2,3,4.0,4,3.0,1.3333333333333333,0.0013423944961825657
30407-1,2018,246,Harry Potter,40,1.0,10,11,14.0,23,26.0,0.5384615384615384,0.007886567665072574
9781338339406-1,2019,497,Books,8,1.0,3,2,4.0,5,4.0,1.0,0.0015101938082053865
9781913399009-1,2020,497,Books,8,1.0,4,3,4.0,5,4.0,1.0,0.001677993120228207
9781338638530-1,2020,497,Books,8,1.0,4,3,4.0,5,4.0,1.0,0.001677993120228207
76383-1,2021,246,Harry Potter,271,3.0,25,22,56.0,122,215.0,0.26046511627906976,0.04144643006963671
9781780559353-1,2022,497,Books,11,1.0,5,4,7.0,8,4.0,1.75,0.002600889336353721
3467702-1,2023,497,Books,11,1.0,5,4,7.0,8,4.0,1.75,0.002600889336353721
71039-1,2023,535,Collectible Minifigures,13,1.0,5,4,6.0,7,7.0,0.8571428571428571,0.002600889336353721
71028-14,2020,535,Collectible Minifigures,10,1.0,3,4,6.0,7,4.0,1.5,0.002181391056296669
71028-1,2020,535,Collectible Minifigures,9,1.0,4,3,5.0,6,4.0,1.25,0.0019296920882624382
3343-1,2000,158,Star Wars,33,3.0,5,7,6.0,10,27.0,0.2222222222222222,0.004950079704673211
11976-1,2023,22,Creator,45,0.0,8,11,14.0,25,31.0,0.45161290322580644,0.008222166289118215
5994-1,2005,186,Castle,27,0.0,6,10,8.0,17,19.0,0.42105263157894735,0.005285678328718852
562103-1,2021,494,Friends,25,0.0,10,10,17.0,41,8.0,2.125,0.008222166289118215
BELLE-1,2016,579,Disney Princess,72,0.0,7,11,8.0,25,64.0,0.125,0.009900159409346422
561607-1,2016,494,Friends,17,0.0,9,8,13.0,15,4.0,3.25,0.00478228039265039
561902-1,2019,494,Friends,30,0.0,10,8,10.0,18,20.0,0.5,0.005956875576810135
9783960807971-1,2023,497,Books,14,2.0,5,6,6.0,6,8.0,0.75,0.002852588304387952
9781780559568-1,2023,497,Books,11,1.0,5,6,6.0,6,5.0,1.2,0.0025169896803423106
6043173-1,2013,494,Friends,23,0.0,9,6,6.0,11,17.0,0.35294117647058826,0.004194982800570518
122326-1,2023,602,Jurassic World,20,0.0,7,10,10.0,15,10.0,1.0,0.00478228039265039
20019-1,2011,158,Star Wars,76,0.0,9,17,20.0,43,56.0,0.35714285714285715,0.013423944961825656
30410-1,2019,494,Friends,28,1.0,11,9,16.0,24,12.0,1.3333333333333333,0.00704757110495847
391404-1,2014,571,Legends of Chima,18,1.0,7,9,10.0,11,8.0,1.25,0.004278882456581928
30201-1,2012,558,Monster Fighters,33,1.0,4,9,8.0,16,25.0,0.32,0.0055373772967530835
40241-1,2017,408,LEGO Brand Store,36,0.0,7,8,13.0,20,23.0,0.5652173913043478,0.006628072824901418
41018-1,2013,494,Friends,31,0.0,10,8,12.0,20,19.0,0.631578947368421,0.006376373856867187
9783960807230-1,2022,497,Books,11,1.0,9,6,9.0,10,2.0,4.5,0.0034398858964678246
561608-1,2016,494,Friends,29,0.0,11,12,9.0,21,20.0,0.45,0.006460273512878597
70822-1,2019,578,The LEGO Movie,76,3.0,13,11,14.0,27,62.0,0.22580645161290322,0.011662052185586039
30420-1,2020,246,Harry Potter,31,1.0,8,8,9.0,21,22.0,0.4090909090909091,0.006124674888832956
41665-1,2021,494,Friends,46,5.0,14,9,17.0,161,29.0,0.5862068965517241,0.020723215034818356
40109-1,2014,22,Creator,59,0.0,10,14,12.0,33,47.0,0.2553191489361702,0.010319657689403473
561609-1,2016,494,Friends,19,0.0,10,9,12.0,15,7.0,1.7142857142857142,0.005033979360684621
5004610-1,2015,501,Gear,29,1.0,5,3,4.0,9,25.0,0.16,0.0038593841765248763
9002076-1,2011,501,Gear,32,1.0,6,3,7.0,11,25.0,0.28,0.004614481080627569
