fig_num,minifig_name,number_of_minifig_parts,inventory_id,minifig_quantitiy,set_num,set_name,year,number_of_parts,theme_id,theme_name,version
fig-009288,"Man, Green Overalls over Red Shirt, Green Cap, Goatee Beard",4,14513,1,60052-1,Cargo Train,2014,888,52,City,1
fig-009287,"Train Worker, Woman, Orange Safety Vest with Train Logo over Olive Green Hoodie, Light Bluish Gray Legs, Red Cap with Ear Defenders",5,128819,1,60052-1,Cargo Train,2014,888,52,City,2
fig-009288,"Man, Green Overalls over Red Shirt, Green Cap, Goatee Beard",4,128819,1,60052-1,Cargo Train,2014,888,52,City,2
fig-012304,"Man, Blue Jacket with Orange Stripes, Dark Blue Legs, Red Cap, Sunglasses - No Backprint",4,128819,1,60052-1,Cargo Train,2014,888,52,City,2
fig-012305,"Train Worker, Orange Safety Vest with Train Logo over Olive Green Hoodie, Dark Bluish Gray Legs, Red Hard Hat, Black Beard",4,128819,1,60052-1,Cargo Train,2014,888,52,City,2
fig-009289,"Man, Blue Jacket over Dark Red Shirt, Dark Tan Legs, Black Legs",4,5185,1,60051-1,High-Speed Passenger Train,2014,606,52,City,1
fig-009290,"Train Conductor, Dark Blue Suit with Tie and Train Logo, Dark Red Hat, Goatee Beard",4,5185,1,60051-1,High-Speed Passenger Train,2014,606,52,City,1
fig-009291,"Reporter, Red Jacket, Black Legs, Dark Orange Hair",4,5185,1,60051-1,High-Speed Passenger Train,2014,606,52,City,1
fig-009292,"Man, Blue Overalls over White V-Neck Shirt, Blue Cap, Beard and Glasses",4,11268,1,4432-1,Garbage Truck,2012,212,52,City,1
fig-009293,"Woman, Blue Overalls over White V-Neck Shirt, Blue Cap",4,11268,1,4432-1,Garbage Truck,2012,212,52,City,1
fig-009292,"Man, Blue Overalls over White V-Neck Shirt, Blue Cap, Beard and Glasses",4,46570,1,4432-1,Garbage Truck,2012,212,52,City,2
fig-009293,"Woman, Blue Overalls over White V-Neck Shirt, Blue Cap",4,46570,1,4432-1,Garbage Truck,2012,212,52,City,2
fig-009294,"Man, Dark Blue Pinstripe Suit with Gold Tie, Dark Tan Hair",4,14737,1,4207-1,City Garage,2012,938,52,City,1
fig-009295,"Man, Blue Jumpsuit with Octan Logo, Dark Red Cap",4,14737,1,4207-1,City Garage,2012,938,52,City,1
fig-009296,"Man, Open Orange Jacket over Light Blue Shirt, Reddish Brown Hair",4,14737,1,4207-1,City Garage,2012,938,52,City,1
fig-009297,"Policeman, Medium Blue Shirt with Badge and Tie, Black Cap, Beard",4,14737,1,4207-1,City Garage,2012,938,52,City,1
fig-009298,"Woman, Cardigan Tied with Bow and Necklace, Dark Tan Legs, Black Hair",4,14737,1,4207-1,City Garage,2012,938,52,City,1
fig-009299,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Dark Tan Legs, Blue Cap",4,14802,1,4206-2,Recycling Truck,2012,297,52,City,1
fig-009300,"Construction Worker, Orange Overalls over Blue Sweater, Red Cap, Silver Sunglasses",4,14802,1,4206-2,Recycling Truck,2012,297,52,City,1
fig-009301,"Woman, Cardigan Tied with Bow and Necklace, Light Bluish Gray  Legs, Dark Brown Hair",4,14802,1,4206-2,Recycling Truck,2012,297,52,City,1
fig-009302,"Man, Blue Overalls over White V-Neck Shirt, Red Cap, Glasses, 3626bpr0646 Head",4,10867,1,3221-1,LEGO Truck,2010,278,52,City,1
fig-009303,"Man, Dark Blue Plaid Shirt, Blue Legs, Dark Brown Hair (3626b Head)",4,10867,1,3221-1,LEGO Truck,2010,278,52,City,1
fig-009303,"Man, Dark Blue Plaid Shirt, Blue Legs, Dark Brown Hair (3626b Head)",4,14286,1,7848-1,Toys 'R' Us Truck,2010,356,52,City,1
fig-009407,"Woman, Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Reddish Brown Hair",4,14286,1,7848-1,Toys 'R' Us Truck,2010,356,52,City,1
fig-009408,"Boy, White and Blue Hoodie, Short Light Bluish Gray Legs, Red Cap (3626b Head)",4,14286,1,7848-1,Toys 'R' Us Truck,2010,356,52,City,1
fig-009303,"Man, Dark Blue Plaid Shirt, Blue Legs, Dark Brown Hair (3626b Head)",4,164720,1,3221-1,LEGO Truck,2010,278,52,City,2
fig-013508,"Man, Blue Overalls over White V-Neck Shirt, Red Cap, Glasses, 3626cpr0646 Head",4,164720,1,3221-1,LEGO Truck,2010,278,52,City,2
fig-009305,"Red Torso, Red Legs, Reddish Brown Hair",4,104597,1,5005469-1,Absolutely Everything You Need to Know,2017,4,497,Books,2
fig-009307,"Girl, Orange Top, Short Red Legs, Medium Nougat",4,34995,1,31095-1,Fairground Carousel,2019,595,22,Creator,1
fig-009308,"White Torso, Green Legs, Reddish Brown Hair, Female",4,34995,1,31095-1,Fairground Carousel,2019,595,22,Creator,1
fig-009309,"Blue Torso, Reddish Brown Legs, Dark Orange Hair",4,34995,1,31095-1,Fairground Carousel,2019,595,22,Creator,1
fig-009310,"Red Torso, Blue Legs, Reddish Brown Hair",4,12878,1,5771-1,Hillside House,2011,714,22,Creator,1
fig-009311,"Dark Blue Torso, Dark Tan Legs, Black Hair",4,13494,1,31048-1,Lakeside Lodge,2016,370,22,Creator,1
fig-009312,"Orange Torso, Dark Blue Legs, Dark BLuish Grey Cap",4,6814,1,5770-1,Lighthouse Island,2011,519,22,Creator,1
fig-009313,"Kid - Red Torso, Green Legs, Dark Orange",4,13476,1,31051-1,Lighthouse Point,2016,528,22,Creator,1
fig-009314,"Blue Torso, Olive Green Legs, Dark Red Cap",4,13476,1,31051-1,Lighthouse Point,2016,528,22,Creator,1
fig-009315,"Blue Torso, Tan Legs, Red Cap, Green Backpack",5,484,1,5766-1,Log Cabin,2011,355,22,Creator,1
fig-009316,"Driver - Blue Torso, Blue Legs, White Helmet",5,24636,1,31085-1,Mobile Stunt Show,2018,581,22,Creator,1
fig-009317,"White Torso, Dark Blue Legs, Dark Green Cap",4,24636,1,31085-1,Mobile Stunt Show,2018,581,22,Creator,1
fig-009316,"Driver - Blue Torso, Blue Legs, White Helmet",5,95283,1,31085-1,Mobile Stunt Show,2018,581,22,Creator,2
fig-009317,"White Torso, Dark Blue Legs, Dark Green Cap",4,95283,1,31085-1,Mobile Stunt Show,2018,581,22,Creator,2
fig-009318,"Kid - White Torso, Blue Legs, BLue Cap",4,18430,1,31069-1,Modular Family Villa,2017,728,22,Creator,1
fig-009319,"Medium Nougat Torso, Medium BLue Legs, Black Hair",4,18430,1,31069-1,Modular Family Villa,2017,728,22,Creator,1
fig-009320,"Green Torso, Dark Tan Legs, Dark Brown Hair",4,18430,1,31069-1,Modular Family Villa,2017,728,22,Creator,1
fig-009321,"Kid - Orange Torso, Dark Azure Legs, Lime Cap",4,18429,1,31068-1,Modular Modern Home,2017,386,22,Creator,1
fig-009322,"Medium Lavender, Dark Purple, Dark Orange Hair",4,18429,1,31068-1,Modular Modern Home,2017,386,22,Creator,1
fig-009323,"White Torso, Classic Space Figure, Dark Blue Legs, Tan Hair",4,18428,1,31067-1,Modular Poolside Holiday,2017,356,22,Creator,1
fig-009324,"Kid - Bright Pink Torso, Medium Lavender Legs, Reddish Brown Hair",4,18428,1,31067-1,Modular Poolside Holiday,2017,356,22,Creator,1
fig-009325,"Orange Torso, Dark Blue Legs, Tan Hair",4,21089,1,31081-1,Modular Skate House,2018,422,22,Creator,1
fig-009326,"White Torso, Medium Azure Legs, Reddish Brown Hair",4,21089,1,31081-1,Modular Skate House,2018,422,22,Creator,1
fig-009327,"Kid - White Torso, Red Legs, Medium Nougat Hair",4,24630,1,31077-1,Modular Sweet Surprises,2018,396,22,Creator,1
fig-009328,"Chef, Red Neckerchief, Dark Blue Legs, Butchers Hat",4,24630,1,31077-1,Modular Sweet Surprises,2018,396,22,Creator,1
fig-009329,"Bright Pink Hair, Blue Legs, Reddish Brown Hair",4,24630,1,31077-1,Modular Sweet Surprises,2018,396,22,Creator,1
fig-009330,"Medium Blue Torso, Medium Blue Legs, Dark Red Hair",4,21214,1,31080-1,Modular Winter Vacation,2018,374,22,Creator,1
fig-009331,"White Torso, Orange Legs, Black Hair",4,21214,1,31080-1,Modular Winter Vacation,2018,374,22,Creator,1
fig-009332,"Dark Azure Torso, Tan Legs, Red Cap",4,42483,1,31104-1,Monster Burger Truck,2020,499,22,Creator,1
fig-009333,"Tan Torso, Black Legs, Pilot Cap, Moustache",6,42483,1,31104-1,Monster Burger Truck,2020,499,22,Creator,1
fig-009332,"Dark Azure Torso, Tan Legs, Red Cap",4,125184,1,31104-1,Monster Burger Truck,2020,499,22,Creator,2
fig-009333,"Tan Torso, Black Legs, Pilot Cap, Moustache",6,125184,1,31104-1,Monster Burger Truck,2020,499,22,Creator,2
fig-009334,"Kid - White Torso, Dark Azure Legs, Red Cap",4,34997,1,31098-1,Outback Cabin,2019,305,22,Creator,1
fig-009335,"Dark Blue Torso, Dark Green Legs, Dark Orange Hair",4,34997,1,31098-1,Outback Cabin,2019,305,22,Creator,1
fig-009336,"Dark Blue Torso, Suit, Dark Blue Legs, Medium Nougat Hair",4,13524,1,31065-1,Park Street Townhouse,2017,566,22,Creator,1
fig-009337,"Orange Torso, Medium Blue Legs, Reddish Brown Hair",4,13524,1,31065-1,Park Street Townhouse,2017,566,22,Creator,1
fig-009342,"Kid - Dark Azure Torso, Medium Lavender Legs, Medium Nougat Hair",4,30680,1,31093-1,Riverside Houseboat,2019,396,22,Creator,1
fig-009343,"Red Torso, Dark Green Legs Dark Brown Hair",4,30680,1,31093-1,Riverside Houseboat,2019,396,22,Creator,1
fig-009344,"Dark Blue Torso, Dark Tan Legs, Black Hair",4,8397,1,31012-1,Family House,2013,756,22,Creator,1
fig-009345,"Orange Torso, Dark Blue Legs, Reddish Brown Hair",4,8397,1,31012-1,Family House,2013,756,22,Creator,1
fig-009346,"Red Torso, Medium Blue Legs, Bright Light Yellow Hair",4,21213,1,31079-1,Sunshine Surfer Van,2018,379,22,Creator,1
fig-009347,"White Torso, Dark BLue Legs, Dark Orange Hair",4,21213,1,31079-1,Sunshine Surfer Van,2018,379,22,Creator,1
fig-009348,"Kid - White Torso, Green Legs, Dark Brown Hair",4,34994,1,31097-1,Townhouse Pet Shop & Café,2019,969,22,Creator,1
fig-009349,"Red Torso, Dark Tan Legs, Light Bluish Grey Hair",4,34994,1,31097-1,Townhouse Pet Shop & Café,2019,969,22,Creator,1
fig-009350,"Dark Azure Torso, Dark Blue Legs, Dark Red Cap",4,34994,1,31097-1,Townhouse Pet Shop & Café,2019,969,22,Creator,1
fig-009351,"Kid - White Torso, Blue Legs, BLue Cap",4,16076,1,31036-1,Toy & Grocery Shop,2015,466,22,Creator,1
fig-009352,"Dark Bluish Grey Torso, Dark Blue Legs, Dark Orange Hair",4,16076,1,31036-1,Toy & Grocery Shop,2015,466,22,Creator,1
fig-009353,"Kid - Blue Torso, Light Bluish Grey Legs, Red Cap",4,9402,1,31010-1,Treehouse,2013,356,22,Creator,1
fig-009353,"Kid - Blue Torso, Light Bluish Grey Legs, Red Cap",4,78334,1,31010-1,Treehouse,2013,356,22,Creator,2
fig-009354,"Kid - Orange Torso, Dark Blue Legs, Dark Brown Hair",4,11528,1,31053-1,Treehouse Adventures,2016,387,22,Creator,1
fig-009355,"Kid - White Torso, Dark Purple Legs, Dark Brown Hair",4,11528,1,31053-1,Treehouse Adventures,2016,387,22,Creator,1
fig-009356,"Pilot - Dark Blue Torso, Dark Blue Legs, Black Helmet",5,34996,1,31096-1,Twin-Rotor Helicopter,2019,569,22,Creator,1
fig-009357,"Kid - Red Torso, Dark Tan Legs, Dark Blue Cap",4,1873,1,31052-1,Vacation Getaways,2016,792,22,Creator,1
fig-009358,"Green Torso, Dark Blue Legs, Dark Brown Hair",4,1873,1,31052-1,Vacation Getaways,2016,792,22,Creator,1
fig-009359,"Worker - Blue Torso, Orange Overall, Dark Brown Hair",4,5017,1,4635-1,Fun with Vehicles,2012,530,34,Make & Create,1
fig-009373,"Worker - Blue Torso, Blue Legs, Lime Cap",4,5017,1,4635-1,Fun with Vehicles,2012,530,34,Make & Create,1
fig-009360,"Light Bluish Grey Torso, Light Bluish Grey legs, Dark Red Hat",4,14339,1,40108-1,Balloon Cart,2014,66,22,Creator,1
fig-009361,"Kid - Red Torso, Dark Blue Legs, Dark Orange Hair",4,14339,1,40108-1,Balloon Cart,2014,66,22,Creator,1
fig-009362,"White Torso, Blue Legs, Black Hair",4,115,1,6167-1,Deluxe Brick Box,2006,701,34,Make & Create,1
fig-009363,"White Torso, Orange Legs, Reddish Brown Hair",4,115,1,6167-1,Deluxe Brick Box,2006,701,34,Make & Create,1
fig-009364,"Orange Torso, Red Legs, Dark Brown Hair",4,3554,1,5508-1,Deluxe Brick Box,2010,704,34,Make & Create,1
fig-009365,"White Torso, Blue Legs, Dark Orange Hair",4,3554,1,5508-1,Deluxe Brick Box,2010,704,34,Make & Create,1
fig-009364,"Orange Torso, Red Legs, Dark Brown Hair",4,30080,1,5508-1,Deluxe Brick Box,2010,704,34,Make & Create,2
fig-009365,"White Torso, Blue Legs, Dark Orange Hair",4,30080,1,5508-1,Deluxe Brick Box,2010,704,34,Make & Create,2
fig-009366,"Blue Torso, Red Legs, Red Cap",4,5987,1,7795-1,Deluxe Starter Set,2006,1104,34,Make & Create,1
fig-009367,"White Torso, Blue Legs, Blue Cap",4,5987,1,7795-1,Deluxe Starter Set,2006,1104,34,Make & Create,1
fig-009368,"White Torso, Green Legs, Reddish Brown Hair, Female",4,5987,1,7795-1,Deluxe Starter Set,2006,1104,34,Make & Create,1
fig-009369,"Red Torso, Black Legs, Bright Light Yellow Hair",4,15233,1,40221-1,Fountain,2016,105,22,Creator,1
fig-009370,Statue - Gold Wings,10,15233,1,40221-1,Fountain,2016,105,22,Creator,1
fig-009371,"Chef - White Torso, Red Legs, BLue Cap",4,15742,1,4496-3,Fun with Building Tub - Reissue,2006,806,22,Creator,1
fig-009372,"Medium Blue Torso, Orange Legs, Reddish Brown Hair",4,15742,1,4496-3,Fun with Building Tub - Reissue,2006,806,22,Creator,1
fig-009374,"Red Torso, Green Overall, Dark Brown Hair",4,13871,1,5899-1,House Building Set,2010,134,34,Make & Create,1
fig-009375,"Red Torso, Blue Legs, Reddish Brown Hair",4,13871,1,5899-1,House Building Set,2010,134,34,Make & Create,1
fig-009376,"Lime Torso, Dark Bluish Grey Legs, Dark Orange Hair",4,1678,1,10655-1,Monster Trucks,2013,197,34,Make & Create,1
fig-009377,"Police - Black Torso, Black Legs, Black Helmet",5,1678,1,10655-1,Monster Trucks,2013,197,34,Make & Create,1
fig-009378,"Red Torso, Red Legs, Tan Hat",4,1678,1,10655-1,Monster Trucks,2013,197,34,Make & Create,1
fig-009379,"Kid - Orange Torso, Blue Legs, Black Hair",4,7422,1,6053-1,My First LEGO Town,2011,709,34,Make & Create,1
fig-009380,"Blue Torso, Red Legs, Red Cap",4,7422,1,6053-1,My First LEGO Town,2011,709,34,Make & Create,1
fig-009381,"Worker - Orange Torso, Black Legs, Black Cap",4,3869,1,6194-1,My LEGO Town,2009,516,34,Make & Create,1
fig-009382,"White Torso, Red Legs, Reddish Brown Hair",4,3869,1,6194-1,My LEGO Town,2009,516,34,Make & Create,1
fig-009383,"Dark Purple Torso, White Legs, Dark Orange Hair",4,14917,1,10660-1,Pink Suitcase,2013,157,591,Juniors,1
fig-009384,"Orange Torso, Red Legs, Reddish Brown Hair",4,14917,1,10660-1,Pink Suitcase,2013,157,591,Juniors,1
fig-009385,"White Torso, Red Legs, Dark Brown Hair",4,2057,1,4637-1,Safari Building Set,2012,152,34,Make & Create,1
fig-009386,"Medium Blue Torso, Blue Legs, Dark Orange Hair",4,2057,1,4637-1,Safari Building Set,2012,152,34,Make & Create,1
fig-009391,Mr. Freeze with Pearl Dark Gray Outfit,4,57833,1,76160-1,Mobile Bat Base,2020,743,695,Super Heroes DC,1
fig-009392,Nightwing with Dark Blue Eyemask,4,57833,1,76160-1,Mobile Bat Base,2020,743,695,Super Heroes DC,1
fig-009393,"Man-Bat, White",4,57833,1,76160-1,Mobile Bat Base,2020,743,695,Super Heroes DC,1
fig-009394,"Batgirl, Dark Bluish Gray Suit, Blue Eyemask",5,57833,1,76160-1,Mobile Bat Base,2020,743,695,Super Heroes DC,1
fig-009395,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Black Head, Dark Bluish Gray Legs, Gold Trim Batman Logo (19185 Cape)",5,57833,1,76160-1,Mobile Bat Base,2020,743,695,Super Heroes DC,1
fig-009396,Bronze Tiger,3,57833,1,76160-1,Mobile Bat Base,2020,743,695,Super Heroes DC,1
fig-009391,Mr. Freeze with Pearl Dark Gray Outfit,4,188419,1,9781338641622-1,DC Comics Batman: Batman's Guide to His Worst Bad Guys,2020,7,497,Books,1
fig-009394,"Batgirl, Dark Bluish Gray Suit, Blue Eyemask",5,100019,1,212115-1,Batgirl,2021,15,695,Super Heroes DC,1
fig-009394,"Batgirl, Dark Bluish Gray Suit, Blue Eyemask",5,114488,1,5007860-1,DC Comics Super Heroes: Gotham City's New Defender,2022,7,497,Books,1
fig-009394,"Batgirl, Dark Bluish Gray Suit, Blue Eyemask",5,156269,1,9788325340582-1,DC Comics Super Heroes: Time to play!,2023,0,497,Books,1
fig-009397,"Captain Marvel, Red Helmet with Mohawk",5,82530,1,242003-1,Captain Marvel,2020,10,696,Super Heroes Marvel,1
fig-009398,"War Machine, Black Outfit with Neck Bracket",5,108650,1,242107-1,War Machine,2021,18,696,Super Heroes Marvel,1
fig-009399,"Worker, Blue Jacket with Orange Stripes, Blue Legs, Blue Cap, Goatee Beard",4,12107,1,30313-1,Garbage Truck,2015,48,52,City,1
fig-009400,"Man, Black Vest over White Shirt with Tie, Black Legs, Black Hair, Stubble",4,1624,1,8404-1,Public Transport,2010,864,52,City,1
fig-009401,"Woman, Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Reddish Brown Hair",4,1624,1,8404-1,Public Transport,2010,864,52,City,1
fig-009402,"Man, Green V-Neck Sweater, Dark Blue Legs, Dark Brown Hair, Glasses",4,1624,1,8404-1,Public Transport,2010,864,52,City,1
fig-009403,"Construction Worker, Orange Overalls over Blue Sweater, Red Cap",4,1624,1,8404-1,Public Transport,2010,864,52,City,1
fig-009404,"Man, Black Suit and Tie, Black Hat, Beard",4,1624,1,8404-1,Public Transport,2010,864,52,City,1
fig-009405,"Man, White and Blue Hoodie, Blue Legs, Dark Brown Hair",4,1624,1,8404-1,Public Transport,2010,864,52,City,1
fig-009406,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Green Legs, Black Cap, Goatee Beard",4,8306,1,7991-1,Recycle Truck,2007,206,52,City,1
fig-009407,"Woman, Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Reddish Brown Hair",4,157412,1,7848-1,Toys 'R' Us Truck,2010,356,52,City,2
fig-013212,"Boy, White and Blue Hoodie, Short Light Bluish Gray Legs, Red Cap (3626c Head)",4,157412,1,7848-1,Toys 'R' Us Truck,2010,356,52,City,2
fig-013494,"Man, Dark Blue Plaid Shirt, Blue Legs, Dark Brown Hair (3626c Head)",4,157412,1,7848-1,Toys 'R' Us Truck,2010,356,52,City,2
fig-009409,"Man, Blue Overalls over Shirt, Blue Legs, Black Cap, Glasses",4,14036,1,7747-1,Wind Turbine Transport,2009,444,52,City,1
fig-009410,"Man, Blue and White Striped Overalls, Red Cap, Goatee Beard",4,14036,1,7747-1,Wind Turbine Transport,2009,444,52,City,1
fig-009411,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Cap, Silver Sunglasses",4,2979,1,7686-1,Helicopter Transporter,2009,382,52,City,1
fig-009412,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Beard",5,2979,1,7686-1,Helicopter Transporter,2009,382,52,City,1
fig-009413,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Orange Sunglasses",5,2979,1,7686-1,Helicopter Transporter,2009,382,52,City,1
fig-009411,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Cap, Silver Sunglasses",4,82515,1,7686-1,Helicopter Transporter,2009,382,52,City,2
fig-009412,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Beard",5,82515,1,7686-1,Helicopter Transporter,2009,382,52,City,2
fig-009413,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Orange Sunglasses",5,82515,1,7686-1,Helicopter Transporter,2009,382,52,City,2
fig-009411,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Cap, Silver Sunglasses",4,82516,1,7686-1,Helicopter Transporter,2009,382,52,City,3
fig-009412,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Beard",5,82516,1,7686-1,Helicopter Transporter,2009,382,52,City,3
fig-009413,"Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Orange Sunglasses",5,82516,1,7686-1,Helicopter Transporter,2009,382,52,City,3
